[検索条件]設立年数：2~10・11~30.業態：BtoB.上場種別：未上場.事業内容キーワード：Webメディア運営.地域：東京都
会社名,会社名ひらがな,代表者名,会社サイト,お問い合わせページ,法人番号,設立年月,役員情報,上場種別,資本金,売上高,事業所数,従業員数,工場数,店舗数,決算月,一言説明,メイン大業界,メイン小業界,サブ大業界,サブ小業界,事業内容キーワード,特徴,マッチ度,本社住所,本社郵便番号,本社住所（都道府県のみ）,本社住所（都道府県除く）,本社電話番号,本社FAX番号,本社メールアドレス,採用メールアドレス
株式会社ゼネラルリンク,ぜねらるりんく,廣瀬真一郎,https://general-link.co.jp/,https://general-link.co.jp/contact/,1011001127284,2004年10月,-,未上場,98460402,2700000000,1,155,-,-,-,Webマーケティングの企画および運用を行う会社,IT業界の会社,Webサービス・アプリ運営業界の会社,広告業界の会社・コンサルティング業界の会社・その他サービス業界の会社・不動産業界の会社・商社業界の会社・小売業界の会社,インターネット広告代理店業界の会社・Webマーケティング業界の会社・Web制作業界の会社・その他不動産業界・医療機器・器具専門商社業界の会社・化粧品販売業界の会社,商品企画・転職支援・再生医療製品卸売・事業継承支援・Webメディア運営・商品開発コンサルティング・SEO対策・Webマーケティング支援・化粧品販売・ECサイト構築,BtoC　BtoB,未計算,東京都渋谷区大山町９番１１－１０８号,151-0065,東京都,渋谷区大山町９番１１－１０８号,03-5468-9900,03-5468-9903,info002@general-link.co.jp,shinsotsu@general-link.co.jp
株式会社イープラス,いーぷらす,倉見尚也,http://eplus.jp/sys/main.jsp,-,2010701011796,1999年7月,-,未上場,972500000,11596000000,2,146,-,-,3月,チケット販売サイト「イープラス」の企画運営を中心とする会社,エンタメ業界の会社,CD等マルチメディア・楽器業界の会社,IT業界の会社,システム開発業界の会社,チケット予約サービス運営・Webメディア運営・イベントチケット（コンサート・スポーツ・舞台等）販売,BtoB　BtoC,未計算,東京都渋谷区恵比寿４丁目２０番３号,150-0013,東京都,渋谷区恵比寿４丁目２０番３号,0570-06-9911,-,-,saiyo_2017@eplus.co.jp
ＭｅＲＩＳＥ株式会社,みらいず,呉宗樹,https://u-rg.com/,https://u-rg.com/contact/,7011001091855,2012年10月,-,未上場,31000000,-,1,140,-,-,-,フィリピンへの留学事業や英会話教室を運営する会社,教育業界,語学学習スクール業界の会社,IT業界の会社,Webサービス・アプリ運営業界の会社,Webメディア運営・英語教室運営・海外留学支援・語学学習サービス運営・留学手配,BtoB　BtoC,未計算,東京都渋谷区渋谷3-15-3 土屋ビル8階,150-0002,東京都,渋谷区渋谷3-15-3 土屋ビル8階,03-4405-9391,-,info@u-rg.com,-
株式会社産経デジタル,さんけいでじたる,宇田川尊志,http://www.sankei-digital.co.jp/,https://www.sankei-digital.co.jp/contact/sandigi2_contacts/,5010001096197,2005年11月,-,未上場,200000000,-,1,129,-,-,-,産経新聞グループのWebサイト運営及び記事配信、広告出稿を行う会社,IT業界の会社,Webサービス・アプリ運営業界の会社,IT業界の会社,デジタルコンテンツ業界の会社,Webメディア運営・広告配信サービス運営,BtoC　BtoB,未計算,東京都千代田区大手町１丁目７番２号,100-0004,東京都,千代田区大手町１丁目７番２号,03-3275-8632,-,digital.info@sankei.co.jp,-
株式会社電通ｔｅｍｐｏ,でんつうてんぽ,田崎由隆,https://www.dentsu-tempo.co.jp,-,1010001091301,2004年12月,-,未上場,245000000,-,3,128,-,-,-,店舗向け広告や販促ツールの企画と制作を行う会社,コンサルティング業界の会社,販売促進コンサルティング業界の会社,コンサルティング業界の会社・広告業界の会社・その他サービス業界の会社,広告運用コンサルティング業界の会社・紙媒体印刷業界の会社・Web制作業界の会社・Webマーケティング業界の会社・調査・検査・研究業界の会社・その他印刷業界の会社,Webマーケティング支援・Webメディア運営・チラシ・フライヤー制作・市場調査・広告制作・プロモーション企画・POP制作・チラシ・フライヤー印刷・イベント企画・DM制作・イベント運営・イベント制作,BtoB,未計算,東京都新宿区市谷本村町２番２１号テーブルメディアセンター,162-0845,東京都,新宿区市谷本村町２番２１号テーブルメディアセンター,03-5227-5440,-,contact@dentsu-tempo.co.jp,-
株式会社ＩＴＩ,あぃてぃーあい,高田樹,https://www.iti-inc.co.jp/,https://www.iti-inc.co.jp/contact/,8010401100282,2012年6月,-,未上場,9000000,-,1,95,-,-,4月,Webシステムやアプリ開発およびメディア事業などを手掛ける会社,IT業界の会社,システム開発業界の会社,コンサルティング業界の会社・IT業界の会社,ITコンサルティング業界の会社 ・システム受託開発業界の会社,Webメディア運営・顧客管理システム開発・求人サイト運営,BtoB,未計算,東京都目黒区青葉台３丁目６番２８号,153-0042,東京都,目黒区青葉台３丁目６番２８号,03-3462-7900,03-3462-7901,-,-
株式会社ＩＮＦＡＳパブリケーションズ,いんふぁすぱぶりけーしょんず,篠﨑雅弘,https://www.infaspub.co.jp/#home-section,https://www.infaspub.co.jp/contact/press,5011001044278,2003年9月,-,未上場,100000000,-,1,90,-,-,2月,「WWDジャパン」などの週刊誌の出版を行う会社,マスコミ業界の会社,雑誌出版業界の会社,IT業界の会社・その他サービス業界の会社,デジタルコンテンツ業界の会社・デザイン業界の会社,カタログ制作・雑誌販売・Webメディア運営・雑誌制作,BtoC　BtoB,未計算,東京都渋谷区神宮前６丁目３１番１５号,150-0001,東京都,渋谷区神宮前６丁目３１番１５号,03-3423-0046,03-3423-9532,-,saiyo@infaspub.co.jp
株式会社ジェイ・キャスト,じぇい・きゃすと,杉浦信之,http://www.j-cast.co.jp/,https://secure.j-cast.com/form/corp/contact.html,5010001019471,1997年8月,-,未上場,330250000,-,1,81,-,-,-,総合ニュースサイト「J-CASTニュース」などのメディア運営を手掛ける会社,IT業界の会社,Webサービス・アプリ運営業界の会社,その他サービス業界の会社,Web制作業界の会社,教育機関向けシステム開発・株式情報サイト運営・地域情報サイト運営・Webメディア運営,BtoC　BtoB,未計算,東京都千代田区二番町１２番地８ロイヤルビルディング１階,102-0084,東京都,千代田区二番町１２番地８ロイヤルビルディング１階,03-3264-2591,03-5215-7091,-,saiyo@j-cast.com
株式会社オズビジョン,おずびじょん,鈴木良,http://www.oz-vision.co.jp/,https://www.oz-vision.co.jp/contact/,1010001102487,2006年5月,-,未上場,30000000,2300000000,1,80,-,-,-,ポイントメディア「ハピタス」の開発および運営を行う会社,IT業界の会社,Webサービス・アプリ運営業界の会社,IT業界の会社,システム開発業界の会社,Webシステム開発・ポイントサービス運営・Webメディア運営,BtoB,未計算,東京都港区新橋6-19-13 WeWork 4階,105-0004,東京都,港区新橋6-19-13 WeWork 4階,03-6630-7077,03-6779-4445,info@oz-vision.co.jp,-
株式会社ＳＨＩＢＵＹＡ１０９エンタテイメント,しぶやいちまるきゅうえんたていめんと,木村知郎,http://www.shibuya109.co.jp/,-,8011001115695,2017年4月,-,未上場,326000000,-,1,77,-,4,3月,「SHIBUYA109渋谷」など商業施設の運営を行う会社,建設・工事業界の会社,大型商業施設・公共施設建設業界の会社,小売業界の会社・不動産業界の会社・IT業界の会社,自社型eコマース業界の会社・事業用物件・テナントビル賃貸業界の会社・レンタルスペース業界の会社・Webサービス・アプリ運営業界の会社,ファッション通販サイト運営・Webメディア運営・商業施設運営,BtoB　BtoC,未計算,東京都渋谷区道玄坂―丁目１０番７号,150-0000,東京都,渋谷区道玄坂―丁目１０番７号,03-3477-6719,03-3477-6702,-,109ejinji2@shibuya109.co.jp
株式会社てんとうむし,てんとうむし,伊藤信和,https://tentou-mushi.co.jp/,https://tentou-mushi.co.jp/contact,8120001194185,2015年10月,-,未上場,6000000,-,1,72,-,-,-,MAツールの導入及び運用支援や、インサイドセールス支援事業などを行う会社,IT業界の会社,システム開発業界の会社,IT業界の会社,デジタルコンテンツ業界の会社・Webサービス・アプリ運営業界の会社,Webメディア運営・Webマーケティング支援,BtoB,未計算,東京都豊島区池袋２丁目１７番８号－２０３,171-0014,東京都,豊島区池袋２丁目１７番８号－２０３,03-4531-9985,-,-,-
株式会社共同通信デジタル,きょうどうつうしんでじたる,細田正和,https://corp.kyodo-d.jp/,https://corp.kyodo-d.jp/inquiry/,7010401093098,2011年4月,-,未上場,100000000,-,1,64,-,-,3月,共同通信社のデジタル分野におけるニュース配信・広告などを行っている会社,IT業界の会社,Webサービス・アプリ運営業界の会社,コンサルティング業界の会社・マスコミ業界の会社,販売促進コンサルティング業界の会社・新聞業界の会社,映像制作・Webメディア運営,BtoC　BtoB,未計算,東京都港区東新橋１丁目７番１号,105-0021,東京都,港区東新橋１丁目７番１号,03-6252-6401,-,-,recruiting@kyodo-d.jp
株式会社メディア・ヴァーグ,めでぃあ・?ぁーぐ,浦山利史,http://mediavague.co.jp,http://mediavague.co.jp/contact/,2011001071985,2011年4月,-,未上場,75750000,-,1,63,-,-,-,情報サイト「乗りものニュース」「オトナンサー」などの運営を行う会社,IT業界の会社,Webサービス・アプリ運営業界の会社,未分類,未分類,Webメディア運営・Webサイト運営代行,BtoB,未計算,東京都世田谷区三軒茶屋２丁目１１番２２号,154-0024,東京都,世田谷区三軒茶屋２丁目１１番２２号,03-5431-3771,03-5431-3779,info@mediavague.co.jp,-
ＲＩＤＥ　ＭＥＤＩＡ＆ＤＥＳＩＧＮ株式会社,らいど　めでぃああんどでざいん,酒井新悟,https://www.rmd.co.jp/,https://www.rmd.co.jp/contact/,7011101042824,2006年8月,-,未上場,30000000,-,1,61,-,1,-,Webサイト制作やデザインおよびSNS運営などを手掛ける会社,その他サービス業界の会社,Web制作業界の会社,外食業界の会社・IT業界の会社・その他サービス業界の会社・コンサルティング業界の会社,カフェ・喫茶店業界の会社・Webサービス・アプリ運営業界の会社・デザイン業界の会社・その他コンサルティング業界の会社・写真業界の会社,Webメディア運営・カタログ制作・ファッション通販サイト運営・写真撮影,BtoC　BtoB,未計算,東京都目黒区中目黒１丁目３番３号,153-0061,東京都,目黒区中目黒１丁目３番３号,03-6451-0341,03-6451-0342,info@rmd.co.jp,-
Ｊａｐａｎ　Ｄｉｇｉｔａｌ　Ｄｅｓｉｇｎ株式会社,じゃぱんでじたるでざいん,上原高志,https://www.japan-d2.com/,https://japan-d2.com/contacts,7010001186681,2017年10月,-,未上場,3600000000,-,1,55,-,-,-,「ATM mini」などの金融サービスのシステム開発を行う会社,IT業界の会社,クラウド・フィンテック業界の会社,IT業界の会社,システム開発業界の会社,Webメディア運営・金融機関向けシステム開発・IC決済サービス開発,BtoB　BtoC,未計算,東京都中央区日本橋本石町３丁目３番５号,103-0021,東京都,中央区日本橋本石町３丁目３番５号,03-6225-5020,-,inquiry@japan-d2.com,-
株式会社トラストメディア,とらすとめでぃあ,大矢英夫,http://trust-media.jp,-,5010401092226,2011年3月,-,未上場,20000000,-,2,51,-,-,1月,Webメディアの運営とフリーペーパーの発行を行っている会社,IT業界の会社,Webサービス・アプリ運営業界の会社,マスコミ業界の会社・広告業界の会社,書籍出版業界の会社・インターネット広告代理店業界の会社,フリーペーパー・フリーマガジン制作・Webメディア運営,BtoB,未計算,東京都港区六本木３丁目１番２７号２８８,106-0032,東京都,港区六本木３丁目１番２７号２８８,050-5846-5042,050-5830-3718,info@trust-media.jp,-
株式会社ＦＵＣＡ,ふうか,岡田隆之,http://www.fuca.co.jp/,http://www.fuca.co.jp/contact/,8011001061816,2005年2月,-,未上場,21940000,-,1,48,-,-,-,Web制作や、Webコンサルティングなどを行う会社,その他サービス業界の会社,デザイン業界の会社,コンサルティング業界の会社,ITコンサルティング業界の会社 ,Webマーケティング支援・Webメディア運営・メールマガジン配信・企業PRプランニング・SEO対策・Webコンサルティング,BtoB,未計算,東京都渋谷区恵比寿南１丁目９番１２号ピトレスクビル３Ｆ,150-0022,東京都,渋谷区恵比寿南１丁目９番１２号ピトレスクビル３Ｆ,03-6412-8870,03-6412-8871,-,-
株式会社ＦＬＩＧＨＴＳ,ふらいつ,峠下周平,https://flightsinc.jp/,https://flightsinc.jp/contact,4010401123618,2016年3月,-,未上場,362245322,-,1,46,-,-,-,ドローン空撮サービスやドローン販売を行う会社。,エンタメ業界の会社,映像・CM制作業界の会社,IT業界の会社・教育業界・小売業界の会社,Webサービス・アプリ運営業界の会社・資格取得・通信教育業界の会社・その他小売業界の会社,映像制作・航空測量・Webメディア運営・VRコンテンツ制作・ドローン販売・航空撮影（空撮）,BtoB　BtoC,未計算,東京都品川区北品川１丁目９番２号 TOKYO YBビル2F,140-0001,東京都,品川区北品川１丁目９番２号 TOKYO YBビル2F,03-5860-1023,-,-,-
株式会社ラティアクリエイツ,らてぃあくりえいつ,山田博之,http://www.ratia.co.jp/,http://www.ratia.co.jp/contact/,6011001058434,1992年7月,-,未上場,70000000,2300000000,5,45,1,9,-,美容サロン「スタジオラティア」や自社メディアの運営を行う会社,アパレル・美容業界の会社,エステサロン業界の会社,アパレル・美容業界の会社・エンタメ業界の会社・小売業界の会社・不動産業界の会社・その他サービス業界の会社・IT業界の会社・広告業界の会社,化粧品製造業界の会社・映像・CM制作業界の会社・美容グッズ販売業界の会社・レンタルスペース業界の会社・ブライダル業界の会社・スキンケア製品製造業界の会社・化粧品販売業界の会社・Webサービス・アプリ運営業界の会社・自社型eコマース業界の会社・インターネット広告代理店業界の会社,Webマーケティング支援・Webメディア運営・美容室・ヘアサロン運営・化粧品卸売・プロモーション企画・ウェディングプロデュース・イベント運営・スタジオレンタル・イベント企画・映像制作・広告制作・タレントプロデュース・タレントマネジメント・ブランディング・化粧品開発・化粧品OEM,BtoC　BtoB,未計算,東京都渋谷区神南１丁目２０番１７号,150-0041,東京都,渋谷区神南１丁目２０番１７号,03-4577-9540,03-3463-8980,ratia-omt@ratia.co.jp,-
有限会社クワデータ,くわでーた,鍬釣龍,http://www.kuwadata.com/index.html,http://www.kuwadata.com/contact.html,7010402024481,2002年11月,-,未上場,20000000,250410000,1,43,-,-,7月,ニュースサイトの運用や管理支援、番組アーカイブ配信などを行う会社,コンサルティング業界の会社,販売促進コンサルティング業界の会社,エンタメ業界の会社,映像・CM制作業界の会社,Webメディア運営・市場調査・映像制作,BtoB,未計算,東京都港区芝２丁目１２番１３号,105-0004,東京都,港区芝２丁目１２番１３号,03-6459-0424,-,-,-
ＳＣデジタルメディア株式会社,えすしーでじたるめでぃあ,長澤修一,https://www.sc-dmedia.com/,-,5010001188770,2017年12月,-,未上場,100000000,-,11,40,-,-,-,デジタルメディア事業の投資や開発および運営を行う会社,IT業界の会社,Webサービス・アプリ運営業界の会社,未分類,未分類,Webメディア運営,BtoB,未計算,東京都渋谷区渋谷２丁目７番５号,150-0002,東京都,渋谷区渋谷２丁目７番５号,-,-,pr@scdigital.co.jp,-
株式会社ハッピーズ,はっぴーず,芦川泰彰,https://happys.co.jp/,https://happys.co.jp/contact/,7011001069166,2011年4月,-,未上場,10400000,-,1,40,-,-,-,領域特化型のインターネットメディア事業を展開する会社,IT業界の会社,Webサービス・アプリ運営業界の会社,未分類,未分類,ポータルサイト運営・Webメディア運営,BtoC　BtoB,未計算,東京都千代田区紀尾井町３番８号第２紀尾井町ビル３Ｆ,102-0094,東京都,千代田区紀尾井町３番８号第２紀尾井町ビル３Ｆ,03-6265-4699,03-6265-4698,info@happys.co.jp,-
ＩＮＮＯＢＡＳＥ株式会社,いのべーす,小笠原寛,-,-,5011101070703,2014年7月,-,未上場,10000000,-,1,40,-,-,-,新卒の就職活動を支援するサービス「Iroots」を運営する会社,人材業界の会社,人材紹介業界の会社,IT業界の会社,Webサービス・アプリ運営業界の会社,就職支援・就活生向けサービス運営・Webメディア運営,BtoB,未計算,東京都新宿区西新宿６丁目５番１号新宿アイランドタワー,160-0023,東京都,新宿区西新宿６丁目５番１号新宿アイランドタワー,03-3342-6345,03-3342-6343,regist@innobase.co.jp,-
株式会社ネットネイティブ,ねっとねいてぃぶ,松下佳憲,https://net-native.net/,https://net-native.net/contact/,2011001069922,2005年10月,-,未上場,30000000,-,2,39,-,-,-,「モデルプレス」の運営やWEB制作などのインターネットサービスを行う会社,IT業界の会社,Webサービス・アプリ運営業界の会社,その他サービス業界の会社,デザイン業界の会社,Webメディア運営,BtoB　BtoC,未計算,東京都品川区上大崎３丁目１４番１２号,141-0021,東京都,品川区上大崎３丁目１４番１２号,03-6459-3761,03-6459-3762,-,-
株式会社ＤＺＨフィナンシャルリサーチ,でぃーぜっとえいちふぃなんしゃるりさーち,野田和宏,http://dzh.traders.co.jp/index.php,http://dzh.traders.co.jp/contact/index.php,4010401039599,1999年12月,-,未上場,80000000,-,1,37,-,-,-,個人向け投資サイトなどで投資の情報を提供する会社,IT業界の会社,Webサービス・アプリ運営業界の会社,未分類,未分類,Webメディア運営・株式情報サイト運営,BtoB　BtoC,未計算,東京都中央区明石町８番１号,104-0044,東京都,中央区明石町８番１号,03-6853-5900,-,apply@tandcfr.com,-
株式会社ヒーローガレージ,ひーろーがれーじ,佐藤真也,http://www.herogarage.co.jp/,https://www.herogarage.co.jp/contact/,8013201011096,1998年10月,-,未上場,10000000,-,5,30,-,-,-,企業の広報用動画などの制作や撮影を手掛ける会社,エンタメ業界の会社,映像・CM制作業界の会社,その他サービス業界の会社・IT業界の会社・コンサルティング業界の会社,Web制作業界の会社・システム受託開発業界の会社・Webサービス・アプリ運営業界の会社・デジタルコンテンツ業界の会社・販売促進コンサルティング業界の会社,動画撮影・Webシステム開発・Webメディア運営・広告制作・Webマーケティング支援・Webサイト運営代行・動画制作・マーケティング支援,BtoB,未計算,東京都目黒区八雲１丁目１１番１０号,152-0023,東京都,目黒区八雲１丁目１１番１０号,03-5726-0850,-,-,-
ＥＮＧＡＷＡ株式会社,えんがわ,牛山隆信,https://engawa.global/,https://engawa.global/contact/,4011001108471,2015年12月,-,未上場,155785000,-,1,30,-,-,-,日本企業や自治体に外国人向けのマーケティングコンサルティング業務を行う会社,IT業界の会社,Webサービス・アプリ運営業界の会社,その他サービス業界の会社・コンサルティング業界の会社・マスコミ業界の会社,調査・検査・研究業界の会社・Webマーケティング業界の会社・販売促進コンサルティング業界の会社・書籍出版業界の会社,マーケティング支援・市場調査・動画制作・Webメディア運営・企業PRプランニング,BtoB,未計算,東京都新宿区新宿１丁目１２番１２号,160-0022,東京都,新宿区新宿１丁目１２番１２号,03-6432-9948,03-6438-9426,info@engawa.global,-
スマートキャンプ株式会社,すまーときゃんぷ,古橋智史,https://smartcamp.asia/#about,https://creativesurvey.com/ng/answers/739419ad67dc29467421acc0c4f69c/,7010401112337,2014年6月,-,未上場,100000000,-,1,27,-,-,-,マーケティング用Webサイト「BOXIL」などの開発や運営を行う会社,IT業界の会社,Webサービス・アプリ運営業界の会社,未分類,未分類,Webマーケティング支援・Webメディア運営,BtoB,未計算,東京都港区芝５丁目３３番７号徳栄ビル本館７階,105-0014,東京都,港区芝５丁目３３番７号徳栄ビル本館７階,-,-,info@sket.asia,-
株式会社サムライ・アドウェイズ,さむらい・あどうぇいず,澤入拓巳,https://samurai-adways.net/,https://samurai-adways.net/inquiry.php,4011101062395,2012年2月,-,未上場,60000000,-,4,27,-,-,-,メディア運営やインターネット広告代理を行っている会社,広告業界の会社,インターネット広告代理店業界の会社,未分類,未分類,広告配信サービス運営・広告制作・相続相談・Webメディア運営,BtoB,未計算,東京都新宿区西新宿８丁目１７番１号,160-6138,東京都,新宿区西新宿８丁目１７番１号,03-6775-9800,03-6775-9801,-,-
株式会社ハースト・デジタル・ジャパン,はーすと・でじたる・じゃぱん,ニコラ・フロケ,https://www.hearst.co.jp/,https://www.hearst.co.jp/contactus,4010401124780,2016年5月,-,未上場,100000000,-,1,26,-,-,-,デジタルメディア事業に特化した会社,IT業界の会社,デジタルコンテンツ業界の会社,未分類,未分類,Webメディア運営,BtoB,未計算,東京都港区南青山３丁目８番３８号南青山東急ビル,107-0062,東京都,港区南青山３丁目８番３８号南青山東急ビル,03-6384-5000,-,-,-
株式会社ルーシー,るーしー,丸山勲,http://www.lucy.ne.jp/,http://www.lucy.ne.jp/,7010401099632,2012年5月,-,未上場,10200001,-,1,25,-,-,-,Webマーケティング事業およびの情報メディアの運営を行う会社,コンサルティング業界の会社,Webマーケティング業界の会社,IT業界の会社,Webサービス・アプリ運営業界の会社,SEO対策・Webメディア運営・Webマーケティング支援,BtoB,未計算,東京都港区西新橋１丁目１８番６号,105-0003,東京都,港区西新橋１丁目１８番６号,03-3502-2577,-,info@k-kangaeru.com,-
株式会社Ｈ．Ｉ．Ｐ,えいち・あい・ぴい,花岡軒市,https://www.hipark.co.jp/,https://www.hipark.co.jp/contact,2013301036800,2015年3月,-,未上場,3000000,-,2,20,-,-,-,3Dフィギュアの製作やプラチナなどの鑑定や買取を行う会社,製造業界の会社,その他製造業界の会社,小売業界の会社・IT業界の会社・エンタメ業界の会社,古本・リサイクルショップ業界の会社・Webサービス・アプリ運営業界の会社・イベント業界の会社,貴金属査定・ソーシャルメディア運用代行・3D印刷・イベント運営・フィギュア販売・ブランド品査定・ブランド品買取・貴金属買取・フィギュア製作・Webメディア運営,BtoC　BtoB,未計算,東京都豊島区東池袋２丁目６２番５号フォルム東池袋３０１号,170-0013,東京都,豊島区東池袋２丁目６２番５号フォルム東池袋３０１号,03-5957-7028,-,-,-
