[検索条件]売上高：300000000~1000000000・1000000000~5000000000・5000000000~30000000000.従業員数：50~300.設立年数：31~50・51~100・101~.業態：BtoB.地域：東京都
会社名,会社名ひらがな,代表者名,会社サイト,お問い合わせページ,法人番号,設立年月,役員情報,上場種別,資本金,売上高,事業所数,従業員数,工場数,店舗数,決算月,一言説明,メイン大業界,メイン小業界,サブ大業界,サブ小業界,事業内容キーワード,特徴,マッチ度,本社住所,本社郵便番号,本社住所（都道府県のみ）,本社住所（都道府県除く）,本社電話番号,本社FAX番号,本社メールアドレス,採用メールアドレス
株式会社ソフタス,そふたす,田口正則,https://www.softas.co.jp/,https://www.softas.co.jp/contact/,5011501017502,1981年11月,-,未上場,200000000,2108430000,4,293,-,-,12月,情報システムの運用やITインフラおよびITコンサルティングなどを行う会社,IT業界の会社,システム開発業界の会社,教育業界・IT業界の会社・コンサルティング業界の会社,IT教育業界の会社・ITインフラ業界の会社・ITコンサルティング業界の会社 ,システム導入支援・業務システム運用支援・SEO対策・Webシステム開発・システムコンサルティング,BtoB,未計算,東京都港区新橋２丁目１６番１－７０１号,105-0004,東京都,港区新橋２丁目１６番１－７０１号,03-3504-0311,03-3504-0313,info-softas@softas.co.jp,kyujin@softas.co.jp
日新工業株式会社,にっしんこうぎょう,相臺公豊,http://www.nisshinkogyo.co.jp/,http://www.nisshinkogyo.co.jp/toi/index.html,2011801010969,1943年7月,-,未上場,88000000,11409000000,8,293,2,-,-,建築用防水資材を製造・販売する会社,建設・工事業界の会社,窯業系建材・石材製造業界の会社,未分類,未分類,防水材販売・防水材製造・防水工事・住宅資材販売・改修工事・住宅用建材製造,BtoB,未計算,東京都足立区千住東２丁目２３番４号,120-0025,東京都,足立区千住東２丁目２３番４号,03-3882-2424,03-3881-8545,-,kouya-kawakita@nisshinkogyo.co.jp
クリオン株式会社,くりおん,舟久保陽一,http://www.clion.co.jp/,https://masal.clion.co.jp/inquiry/index.html,8010601040114,1970年10月,-,未上場,3075141443,20527000000,11,292,4,-,3月,太平洋セメントの完全子会社で、ALCの製造販売を中心に行う会社,建設・工事業界の会社,窯業系建材・石材製造業界の会社,建設・工事業界の会社,住宅・事業所向け設備業界の会社,耐火物製造・コンクリート製造,BtoB,未計算,東京都江東区越中島１丁目２番２１号,135-0044,東京都,江東区越中島１丁目２番２１号,03-6458-5400,03-5639-5420,-,jinjisoumu@em.clion.co.jp
ヤマハモーターロボティクスホールディングス株式会社,やまはもーたーろぼてぃくすほーるでぃんぐす,石岡修,https://www.ymrh.co.jp/,https://www5.yamaha-motor.co.jp/ymrh/Contact/enter/lang/jp,3012801002889,1959年8月,"三矢麻理子[監査役],  吉野正己[監査役],  関口晃嗣[常勤監査役],  川上雄一[取締役],  安生一郎[取締役],  藤野昇[取締役執行役員/技術本部長],  森琢也[取締役常務執行役員/経営企画部・人事総務部・経理部担当役員兼経営企画部長兼経理部長],  永田憲雅[取締役専務執行役員/技術本部・グローバルオペレーション本部担当役員],  長野高志[代表取締役社長執行役員], ",東証１部,13360000000,8256000000,1,292,-,-,3月,海外での販売も積極的に行う半導体製造装置のメーカー　,機械業界の会社,工作機械製造業界の会社,未分類,未分類,電子部品加工装置販売・電子部品加工装置製造,BtoB,未計算,東京都港区海岸1-16-1 ニューピア竹芝サウスタワー　21階,105-0022,東京都,港区海岸1-16-1 ニューピア竹芝サウスタワー　21階,03-5937-6404,-,-,-
東京綜合管理株式会社,とうきょうそうごうかんり,市川禎一,http://www.tokyosogokanri.net/,-,2012701002420,1975年4月,-,未上場,10000000,1620000000,6,292,1,-,-,設備・環境・衛生管理や、金属加工などを行う会社,不動産業界の会社,マンション・ビル管理業界の会社,その他サービス業界の会社,警備業界の会社,害虫駆除・板金加工・巡回警備・常駐警備・定期清掃,BtoB　BtoC,未計算,東京都西東京市田無町５丁目４番８号和光ビル,188-0011,東京都,西東京市田無町５丁目４番８号和光ビル,042-467-0411,042-464-8740,contact@tokyosogokanri.net,-
小岩井乳業株式会社,こいわいにゅうぎょう,村松道男,http://www.koiwaimilk.com,-,9010001015896,1976年6月,-,未上場,100000000,17900000000,6,292,2,-,12月,牛乳、バターなどの乳製品の製造並びに販売を行う会社,食品業界の会社,乳製品業界の会社,未分類,未分類,ヨーグルト製造・乳製品製造・チーズ販売・チーズ製造・牛乳販売・ギフト・贈答品販売・マーガリン製造・牛乳製造・マーガリン販売・乳製品販売・ヨーグルト販売,BtoC　BtoB,未計算,東京都千代田区丸の内２丁目５番２号,100-0005,東京都,千代田区丸の内２丁目５番２号,03-5913-2830,03-3228-7266,-,-
株式会社ジェイファスト,じぇいふぁすと,武田信一,http://www.j-fast.co.jp/,http://www.j-fast.co.jp/contact2/index.php,6011201004072,1967年1月,-,未上場,40000000,7100000000,3,292,-,-,3月,トンネルをはじめとした高速道路にかかわる施設の工事を行う会社,建設・工事業界の会社,その他土木工事業界の会社,建設・工事業界の会社,交通関連土木工事業界の会社,水質調査・高速道路建設・道路設計・電気設備保守・メンテナンス・道路設備工事・トンネル工事・標識卸売,BtoB,未計算,東京都中野区本町１丁目３２番２号,164-8721,東京都,中野区本町１丁目３２番２号,03-3372-8811,03-3372-8977,soumu@j-fast.co.jp,-
上野製薬株式会社,うえのせいやく,上野昌也,https://www.ueno-fc.co.jp/index.html,https://www.ueno-fc.co.jp/form/form.html,1120001077363,1918年8月,-,未上場,1010000000,12300000000,2,292,3,-,5月,化学薬品やLCP樹脂などの化学製品を研究・開発している会社,化学業界の会社,化学品・化学薬品製造業界の会社,未分類,未分類,化学品販売・化学品製造・化粧品原料販売・化粧品原料製造・化学品開発・ポリマー製品製造・ポリマー製品販売,BtoB,未計算,東京都千代田区平河町2丁目5番6号,102-0093,東京都,千代田区平河町2丁目5番6号,03-6630-3780,03-5215-5370,-,-
不二ラテックス株式会社,ふじらてっくす,伊藤研二,https://www.fujilatex.co.jp/,https://www.fujilatex.co.jp/inquiry/,5010001027937,1949年3月,"伊藤研二[代表取締役取締役社長],  岡本昌大[代表取締役専務取締役/経営統轄本部長兼医療機器本部長兼研究開発部長],  畑山幹男[常務取締役/管理本部長兼財務部長兼総務部長兼内部統制推進室長兼基幹システム構築室長兼法務室長],  渡邉正徳[取締役/経営統轄副本部長兼海外営業部長],  賀長信吉[取締役/経営統轄副本部長兼精密機器本部長],  柏村明克[取締役(監査等委員)],  深沢岳久[取締役(監査等委員)],  辻新六[取締役(監査等委員)], ",JASDAQ,643000000,8229697000,4,291,4,-,3月,子宮内避妊用具などの医療機器用ゴム製品や緩衝材、風船などの製造・販売を行う会社,自動車・乗り物業界の会社,ゴム製品・タイヤ製造業界の会社,未分類,未分類,充填機製造・充填機卸売・健康器具卸売・ゴム製品卸売・ガス器具・ガス機器製造・ゴム製品製造・診断薬製造・ガス器具・ガス機器卸売・ヘルスケア製品製造,BtoB,未計算,東京都千代田区神田錦町３丁目１９番地１,101-0054,東京都,千代田区神田錦町３丁目１９番地１,03-3293-5681,03-3293-5683,-,-
常盤工業株式会社,ときわこうぎょう,大窪利昭,http://www.tokiwakogyo.co.jp,https://www.tokiwakogyo.co.jp/contact/,2010001024490,1947年2月,-,未上場,100000000,20304940000,24,291,14,-,3月,道路舗装工事を主力に、全国展開している企業,建設・工事業界の会社,総合土木工事業界の会社,未分類,未分類,空港工事,BtoB,未計算,東京都千代田区九段北４丁目２番３８号,102-0073,東京都,千代田区九段北４丁目２番３８号,03-3262-9181,03-3262-9200,somu@tokiwakogyo.co.jp,-
和以美株式会社,わいび,田中幸治,http://www.waibi.co.jp/index.html,http://www.waibi.co.jp/inquiry.html,3011501009336,1950年12月,-,未上場,330000000,28144000000,65,291,-,-,3月,住宅資材・建材の販売や内外装工事などを行う会社,小売業界の会社,小売店舗・施設業界の会社,生活用品業界の会社・建設・工事業界の会社,日用品・雑貨販売業界の会社・雑貨製造業界の会社・居住用リフォーム業界の会社,住宅用建材販売・住宅資材販売・地盤調査・合板販売・エアコン販売・外装工事・日用品販売・内装工事・システムキッチン販売・地盤改良工事・木材販売・住宅設備販売・ホームセンター運営,BtoB　BtoC,未計算,東京都荒川区西日暮里５丁目１４番３号,116-0013,東京都,荒川区西日暮里５丁目１４番３号,03-3807-2111,03-3807-2117,-,saiyou@waibi.co.jp
ジェイ・アール・シーエンジニアリング株式会社,じぇいあーるしーえんじにありんぐ,山根大作,http://www.jrce.co.jp/,https://www.jrce.co.jp/request/inquiry_form.html,4012401012536,1983年4月,-,未上場,90000000,2737000000,5,291,-,-,3月,船舶航法機器などのシステム設計や開発を行う会社,IT業界の会社,システム受託開発業界の会社,IT業界の会社・コンサルティング業界の会社,Webサービス・アプリ運営業界の会社・ITコンサルティング業界の会社 ,医療機関向けシステム開発・レーダー販売・福祉システム開発・無線機（トランシーバー等）販売・医療機関向けシステム販売・通信システム開発・運行管理システム開発,BtoB,未計算,東京都三鷹市下連雀８丁目７番２号ＭＣＣ三鷹ビルノース棟,181-0013,東京都,三鷹市下連雀８丁目７番２号ＭＣＣ三鷹ビルノース棟,0422-45-9661,0422-45-9652,-,-
株式会社シノテスト,しのてすと,塚田聡,https://www.shino-test.co.jp/index.html,https://www.shino-test.co.jp/contact/index.html,7010001019791,1953年3月,-,未上場,140000000,9040000000,11,290,1,-,3月,血清学的検査や血液的検査などの臨床検査を請け負う会社,その他サービス業界の会社,調査・検査・研究業界の会社,医療・福祉業界の会社,製薬業界の会社,臨床検査・医療機器卸売・臨床研究・試薬販売,BtoB,未計算,東京都千代田区神田駿河台３丁目７番地９,101-0062,東京都,千代田区神田駿河台３丁目７番地９,03-5280-3711,042-753-7995,-,-
株式会社イデムインターナショナル,いでむいんたーなしょなる,秋浜亜彦,http://idem.co.jp/,http://idem.co.jp/contact/,8011001002522,1988年9月,-,未上場,33000000,4600000000,3,290,-,-,12月,「セ・ニノン」などの婦人服の企画や卸売を行う会社,アパレル・美容業界の会社,レディースアパレルメーカー業界の会社,小売業界の会社,自社型eコマース業界の会社・レディースアパレルショップ業界の会社,アパレル製品企画・開発・商品企画,BtoB　BtoC,未計算,東京都渋谷区恵比寿南１丁目１４番１２号,150-0022,東京都,渋谷区恵比寿南１丁目１４番１２号,03-3719-5550,-,-,-
株式会社情報システム工学,じょうほうしすてむこうがく,石橋重徳,http://ise-group.jp/,http://ise-group.jp/contact/,1010401050328,1979年7月,-,未上場,198000000,4730000000,2,290,-,-,-,ビッグデータ活用やECサイト構築などのソリューションサービスを提供する会社,IT業界の会社,システム受託開発業界の会社,未分類,未分類,流通システム開発・顧客管理システム開発・在庫管理システム開発・マーケティング支援・輸出入管理システム開発・POSシステム開発,BtoB,未計算,東京都港区港南２丁目１６番２号,108-0075,東京都,港区港南２丁目１６番２号,03-6716-0811,03-6718-1736,-,-
東京フードサービス株式会社,とうきょうふーどさーびす,村上彰,https://www.tokyofood.co.jp/,https://www.tokyofood.co.jp/%E3%81%8A%E5%95%8F%E5%90%88%E3%82%8F%E3%81%9B/,4010901008054,1977年10月,-,未上場,20000000,800000000,55,290,-,-,-,給食・食堂の運営管理・受託サービスを行う会社,外食業界の会社,給食・食堂業界の会社,未分類,未分類,社員食堂運営・学校給食提供・病院給食提供・給食提供,BtoB,未計算,東京都世田谷区桜新町２丁目２７番２３号,154-0015,東京都,世田谷区桜新町２丁目２７番２３号,03-3439-3611,03-3439-0737,honbu@tokyofood.co.jp,-
株式会社ホテルオークラエンタープライズ,ほてるおーくらえんたーぷらいず,正岡久光,http://www.okura-ep.co.jp/index.html,https://ssl.alpha-prm.jp/okura-ep.co.jp/cgi-bin/form.cgi,3010401027613,1973年7月,-,未上場,75000000,8506330000,2,290,-,12,-,中国料理レストラン「桃花林」やバー等の運営を行う会社,外食業界の会社,アジア・エスニック料理業界の会社,小売業界の会社・その他サービス業界の会社・外食業界の会社・エンタメ業界の会社,自社型eコマース業界の会社・その他サービス業界・居酒屋・バー業界の会社・ホテル・旅館業界の会社・洋食・西洋料理業界の会社,缶詰食品製造・焼き菓子（クッキー・マドレーヌ等）販売・焼き菓子（クッキー・マドレーヌ等）製造・インスタント・レトルト食品製造・チョコレート販売・バー・パブ運営・中華料理店運営・インスタント・レトルト食品販売・ホテル運営受託・缶詰食品販売・チョコレート製造,BtoC　BtoB,未計算,東京都港区虎ノ門２丁目１０番４号,105-0001,東京都,港区虎ノ門２丁目１０番４号,03-6441-3001,03-6441-3002,-,general-a@okura-ep.co.jp
株式会社日本テレビワーク２４,-,塩野弥千夫,http://www.ntvw24.co.jp/index.html,https://www.ntvw24.co.jp/reference/agreement.html,5010001033464,1980年3月,-,未上場,20000000,4043000000,2,290,-,-,3月,ビルの総合メンテナンスや警備業務を行う会社,不動産業界の会社,マンション・ビル管理業界の会社,建設・工事業界の会社・その他サービス業界の会社・コンサルティング業界の会社・広告業界の会社,事業用リフォーム業界の会社・警備業界の会社・ビル清掃・ハウスクリーニング業界の会社・コスト削減コンサルティング業界の会社・紙媒体印刷業界の会社,ポスター印刷・コンビニエンスストア運営・イベント会場警備・給排水設備工事・ビル管理・メンテナンス・ハウスクリーニング・原状回復工事・名刺印刷・雑踏警備・定期清掃・交通誘導警備・施設警備・チラシ・フライヤー印刷・販促品（ノベルティ等）製作,BtoB　BtoC,未計算,東京都千代田区二番町３番地４,102-0084,東京都,千代田区二番町３番地４,03-5962-8470,03-5275-1159,-,-
多摩エレクトロニクスホールディングス株式会社,たまえれくとろにくすほーるでぃんぐす,坪根衡,http://tama-elec.com/,http://tama-elec.com/contact.html,4010101002064,1979年12月,-,未上場,80000000,1600000000,1,289,-,-,-,ダイシング加工及び蒸着・薄膜・成膜加工IRカットフィルター等の設計・製造・販売を行う会社,機械業界の会社,電子部品製造業界の会社,機械業界の会社,半導体・半導体関連装置製造業界の会社,光学機器製造・シリコン加工・半導体製造・光学ガラス製造・精密金属加工,BtoB,未計算,東京都八王子市中野上町４丁目８番３号,192-0041,東京都,八王子市中野上町４丁目８番３号,042-625-9681,042-625-9014,-,-
株式会社星医療酸器,ほしいりょうさんき,星幸男,http://www.hosi.co.jp/,http://www.hosi.co.jp/contact/,2011801011868,1974年4月,-,JASDAQ,436180000,9321044000,34,289,-,-,3月,医療用ガスや医療用ガス関連製品、宅酸素発生器などの販売を行う会社,エネルギー業界の会社,ガス・燃料製品と原料採掘の会社,医療・福祉業界の会社,介護用品・家庭用医療機器業界の会社・医療機器・実験機器メーカー業界の会社,医療用ガス販売・医療用ガス製造,BtoB,未計算,東京都足立区入谷７丁目１１番１８号,121-0836,東京都,足立区入谷７丁目１１番１８号,03-3899-2101,-,-,-
株式会社交通新聞社,こうつうしんぶんしゃ,江頭誠,http://www.kotsu.co.jp/,https://reg34.smp.ne.jp/regist/is?SMPFORM=qgr-lckcqg-603554c51b8161ae287281ec1dea88e1,7010001076775,1958年2月,-,未上場,70000000,7800000000,7,288,-,9,-,新聞や定期刊行物の発行や時刻表等を出版する新聞社,マスコミ業界の会社,新聞業界の会社,マスコミ業界の会社,書籍出版業界の会社,-,BtoC　BtoB,未計算,東京都千代田区神田駿河台２丁目３番１１号,101-0062,東京都,千代田区神田駿河台２丁目３番１１号,03-6831-6700,03-6831-6701,-,-
