[検索条件]連絡先の有無：お問い合わせページあり.業界：コンサルティング業界の会社・Webマーケティング業界の会社.地域：東京都
会社名,会社名ひらがな,代表者名,会社サイト,お問い合わせページ,法人番号,設立年月,役員情報,上場種別,資本金,売上高,事業所数,従業員数,工場数,店舗数,決算月,一言説明,メイン大業界,メイン小業界,サブ大業界,サブ小業界,事業内容キーワード,特徴,マッチ度,本社住所,本社郵便番号,本社住所（都道府県のみ）,本社住所（都道府県除く）,本社電話番号,本社FAX番号,本社メールアドレス,採用メールアドレス
株式会社ＬＩＦＵＬＬ,らいふる,井上高志,http://www.next-group.jp/,https://lifull.com/ask/,1010401091628,1997年3月,-,東証１部,3999000000,34564000000,1,706,-,-,9月,不動産・住宅情報サイト「LIFULL HOME'S」の運営をする会社,IT業界の会社,Webサービス・アプリ運営業界の会社,金融業界の会社・小売業界の会社・広告業界の会社・コンサルティング業界の会社,保険代理店業界の会社・モール型eコマース業界の会社・花屋業界の会社・広告代理店業界の会社・Webマーケティング業界の会社,生花販売・予約サイト運営・損害保険販売・不動産情報サイト運営,BtoC　BtoB,未計算,東京都千代田区麹町１丁目４番地４,102-0083,東京都,千代田区麹町１丁目４番地４,03-6774-1600,03-6774-1737,-,-
株式会社ピーエスシー,ぴー・えす・しー,鈴木正之,http://www.psc-inc.co.jp/index.html,https://www.psc-inc.co.jp/page/contact/info.html,4010401024691,1996年9月,-,未上場,187781250,10070000000,7,643,1,-,3月,Webサイトの構築やネットワークの運用などを行う会社,その他サービス業界の会社,Web制作業界の会社,IT業界の会社・コンサルティング業界の会社,情報セキュリティサービス業界の会社・ITコンサルティング業界の会社 ・ITインフラ業界の会社・システム受託開発業界の会社・クラウド・フィンテック業界の会社・Webマーケティング業界の会社,Webシステム開発・クラウドサービス提供・SEO対策・情報セキュリティサービス運営・ネットワーク構築・セキュリティ診断・情報管理ソフト開発,BtoB,未計算,東京都港区芝公園２丁目２番１８号,105-0011,東京都,港区芝公園２丁目２番１８号,03-3435-1044,03-3435-1418,info@psc-inc.co.jp,saiyo@psc-inc.co.jp
株式会社フォーバル,ふぉーばる,中島將典,https://www.forval.co.jp/,https://www.forval.co.jp/contact_ask/,4011001025865,1980年9月,-,東証１部,4150000000,17619000000,18,635,-,-,3月,中小企業向けに情報通信コンサル・経営コンサル事業を展開する会社,コンサルティング業界の会社,ITコンサルティング業界の会社 ,人材業界の会社・コンサルティング業界の会社・IT業界の会社,事務処理代行業界の会社・経営コンサルティング業界の会社・Webサービス・アプリ運営業界の会社・Webマーケティング業界の会社,事業継承支援・Webコンサルティング・データ入力代行・海外ビジネスコンサルティング・IT資格取得支援・求人サイト運営,BtoB,未計算,東京都渋谷区神宮前５丁目５２番２号,150-0001,東京都,渋谷区神宮前５丁目５２番２号,03-3498-1541,03-3498-1542,-,recruit@forval.co.jp
電通アイソバー株式会社,でんつうあいそばー,得丸英俊,http://www.dentsuisobar.com/,http://www.dentsuisobar.com/contact/,2010001073488,2016年1月,-,未上場,400000000,-,2,540,-,-,-,デジタルマーケティングの支援を行う会社,コンサルティング業界の会社,Webマーケティング業界の会社,IT業界の会社,システム受託開発業界の会社,Webマーケティング支援・Webシステム開発・予約システム開発,BtoB,未計算,東京都中央区築地１丁目１３番１号,104-0045,東京都,中央区築地１丁目１３番１号,03-5551-9885,03-5551-9978,privacy@dentsuisobar.com,-
株式会社電通ライブ,でんつうらいぶ,望月渡,http://www.dentsulive.co.jp/,https://www.dentsulive.co.jp/contact/,4010001050790,2017年1月,-,未上場,2650000000,-,4,470,-,-,-,デジタルマーケティング及びマスマーケティングを行う会社,コンサルティング業界の会社,販売促進コンサルティング業界の会社,広告業界の会社・コンサルティング業界の会社・外食業界の会社・エンタメ業界の会社,企業展示会・販促イベント業界の会社・Webマーケティング業界の会社・洋食・レストラン業界・イベント業界の会社,マーケティング支援,BtoB,未計算,東京都千代田区内幸町１丁目５番３号,100-0011,東京都,千代田区内幸町１丁目５番３号,03-6257-8888,03-6257-8980,-,saiyou@dentsulive.co.jp
株式会社日本経済社,にほんけいざいしゃ,冨田賢,http://www.nks.co.jp/,https://www.nks.co.jp/inquiry/,6010001062000,1942年11月,-,未上場,197965000,37227380000,11,444,-,-,-,広告活動やブランディング、マーケティング支援などを行う会社,広告業界の会社,広告代理店業界の会社,コンサルティング業界の会社,Webマーケティング業界の会社・販売促進コンサルティング業界の会社・広告運用コンサルティング業界の会社,イベント企画・ブランディング・企業PRプランニング・Webマーケティング支援・データ分析・マーケティング支援,BtoB,未計算,東京都中央区銀座７丁目１３番２０号,104-0061,東京都,中央区銀座７丁目１３番２０号,03-5550-6501,-,-,-
エムスリー株式会社,えむすりー,谷村格,https://corporate.m3.com/,https://www.m3.com/inquiry/corporate/form.jsp?type=m3&m=m3PR,1010401063016,2000年9月,"遠山亮子[取締役(監査等委員)],  鈴木亜希子[取締役(監査等委員)],  堀野信人[取締役(監査等委員)],  吉田憲一郎[取締役],  泉屋一行[取締役],  浦江明憲[取締役],  槌屋英二[取締役],  辻高宏[取締役],  都丸暁彦[取締役],  谷村格[代表取締役/社長], ",東証１部,28810470000,22161000000,1,421,-,-,3月,医療情報サイト「m3.com」を運営し、医療従事者への支援を行う会社,IT業界の会社,Webサービス・アプリ運営業界の会社,コンサルティング業界の会社・商社業界の会社・人材業界の会社,Webマーケティング業界の会社・医療機器・器具専門商社業界の会社・人材紹介業界の会社,医療機器開発・転職支援・転職サイト運営・医療人材紹介・ポータルサイト運営・求人情報提供・マーケティング支援・クラウドサービス提供・医療機器卸売・医師紹介・医療情報提供・採用支援・Webマーケティング支援,BtoC　BtoB,未計算,東京都港区赤坂１丁目１１番４４号,107-0052,東京都,港区赤坂１丁目１１番４４号,03-6229-8900,03-6229-8922,-,-
ＣＣＣマーケティング株式会社,しーしーしーまーけてぃんぐ,北村和彦,http://www.cccmk.co.jp,https://www.cccmk.co.jp/inquiry/business/,2011001103061,2014年12月,-,未上場,10000000,-,1,417,-,-,-,Tカード情報を使用した顧客のリサーチと、広告配信などを行う会社,コンサルティング業界の会社,販売促進コンサルティング業界の会社,その他サービス業界の会社・コンサルティング業界の会社,調査・検査・研究業界の会社・Webマーケティング業界の会社,マーケティング支援・グループ会社運営・広告制作・プロモーション企画,BtoB,未計算,東京都渋谷区南平台町１６番１７号,150-0036,東京都,渋谷区南平台町１６番１７号,03-6800-4500,-,-,-
株式会社博報堂ＤＹデジタル,はくほうどうでぃーわいでじたる,辻輝,https://www.hakuhodody-digital.co.jp/,https://www.hakuhodody-digital.co.jp/contact/,2010401075010,2017年4月,-,未上場,99800000,-,2,405,-,-,-,マーケティングやプロモーションにおけるデジタルメディアビジネスを主に行う会社,コンサルティング業界の会社,Webマーケティング業界の会社,未分類,未分類,Webマーケティング支援・広告制作,BtoB,未計算,東京都港区赤坂５丁目３番１号,107-0052,東京都,港区赤坂５丁目３番１号,03-3584-4841,-,-,-
テクマトリックス株式会社,てくまとりっくす,由利孝,http://www.techmatrix.co.jp/,https://www.techmatrix.co.jp/contact.html,4010401058467,1984年8月,"杉原章郎[取締役(監査等委員)],  三浦亮太[取締役(監査等委員)],  高山健[取締役(監査等委員)],  小川博章[取締役(監査等委員)],  安武弘晃[取締役],  鈴木猛司[取締役執行役員/CRMソリューション事業部長],  矢井隆晴[取締役上席執行役員/ネットワークセキュリティ事業部長],  依田佳久[取締役上席執行役員/医療システム事業部長],  由利孝[代表取締役社長最高執行役員], ",東証１部,1298120000,18075559000,4,405,-,-,3月,情報基盤の構築やネットワークの保守・運用・監視サービスを行う会社,IT業界の会社,情報セキュリティサービス業界の会社,コンサルティング業界の会社・IT業界の会社,Webマーケティング業界の会社・クラウド・フィンテック業界の会社・ITコンサルティング業界の会社 ・システム受託開発業界の会社・システム開発業界の会社,セキュリティサービス開発・ECサイト構築・クラウドサービス提供・会計システム開発・セキュリティシステム開発・組み込みシステム開発・顧客管理システム販売・システム導入支援・情報セキュリティサービス運営・ネットワークシステム開発・顧客管理システム開発・医療機関向けシステム開発・金融機関向けシステム開発・金融機関向けシステム販売・業務システム運用支援・ネットワーク構築,BtoB,未計算,東京都港区三田３丁目１１番２４号,108-8588,東京都,港区三田３丁目１１番２４号,03-4405-7800,03-6436-3500,corporate-planning@techmatrix.co.jp,tmx-recruit@techmatrix.co.jp
株式会社アイレップ,あいれっぷ,高梨秀一,http://www.irep.co.jp,https://www.irep.co.jp/service/contact/sem/,6010001145333,1997年11月,"大塔達也[監査役],  大武正史[監査役],  星野克美[監査役],  大塚彰[常勤監査役],  麻生巌[取締役],  杉山全功[取締役],  三神正樹[取締役],  高梨秀一[取締役],  島田雅也[取締役],  矢嶋弘毅[取締役],  北爪宏彰[取締役/コーポレートコミュニケーション本部長],  小坂洋人[取締役],  下山哲平[取締役/ソリューション統括本部長],  永井敦[取締役/CFO管理本部長],  紺野俊介[取締役社長(代表取締役)/CEO], ",東証２部,550640000,56573911000,6,400,-,-,9月,2016年秋DACと経営統合した、インターネット広告販売の会社,広告業界の会社,インターネット広告代理店業界の会社,IT業界の会社・その他サービス業界の会社・コンサルティング業界の会社,Webサービス・アプリ運営業界の会社・Web制作業界の会社・Webマーケティング業界の会社,アフィリエイト広告販売・Webマーケティング支援・SEO対策・広告制作・データ分析,BtoB,未計算,東京都渋谷区恵比寿４丁目２０番３号,150-6021,東京都,渋谷区恵比寿４丁目２０番３号,03-5475-2720,03-5475-2725,info@irep.co.jp,recruit-new@irep.co.jp
日本サード・パーティ株式会社,にほんさーど・ぱーてぃ,森豊,http://www.jtp.co.jp/,https://www.jtp.co.jp/contactus/,6010701025248,1987年10月,"井出隆[監査役],  竹内定夫[監査役],  髙島隆明[常勤監査役],  吉田雅彦[取締役],  伊達仁[取締役/管理本部長],  佐藤裕寿[常務取締役/営業統括企画本部長],  為田光昭[常務取締役/新規事業開発本部長],  長谷川将[代表取締役会長],  森豊[代表取締役社長], ",JASDAQ,795475000,5472090000,10,389,-,-,3月,ICTソリューションやデジタルマーケティングソリューションを提供する会社,コンサルティング業界の会社,ITコンサルティング業界の会社 ,IT業界の会社・教育業界・コンサルティング業界の会社・その他サービス業界の会社・人材業界の会社,ITインフラ業界の会社・システム受託開発業界の会社・IT教育業界の会社・Webマーケティング業界の会社・デザイン業界の会社・企業研修業界の会社,ネットワーク構築・システム導入支援・ロボット卸売・人工知能（AI）開発・システムインテグレーション（SI）・データベース構築・Webマーケティング支援・医療機器保守・メンテナンス・金融機関向けシステム開発・マーケティング支援,BtoB,未計算,東京都品川区北品川４丁目７番３５号,140-0001,東京都,品川区北品川４丁目７番３５号,03-6408-2488,03-6859-4797,-,recruit@jtp.co.jp
ディーエムソリューションズ株式会社,でぃーえむそりゅーしょんず,花矢卓司,https://www.dm-s.co.jp/,https://www.dm-s.co.jp/inquiry/,9012401014057,2004年9月,-,JASDAQ,227387000,12178290000,7,362,6,-,3月,ダイレクトメールの企画やデザイン、印刷、封入・封緘作業などを行う会社,コンサルティング業界の会社,販売促進コンサルティング業界の会社,その他サービス業界の会社・コンサルティング業界の会社・広告業界の会社,デザイン業界の会社・Web制作業界の会社・Webマーケティング業界の会社・紙媒体印刷業界の会社,広告制作・名刺印刷・ポスター制作・チラシ・フライヤー制作・SEO対策・パンフレット印刷・Webマーケティング支援・伝票印刷・DM制作・シール印刷・パンフレットデザイン・チラシ・フライヤー印刷・DM発送代行・ポスター印刷・パンフレット制作・はがき印刷,BtoB,未計算,東京都武蔵野市御殿山１丁目１番３号　クリスタルパークビル2F,180-0005,東京都,武蔵野市御殿山１丁目１番３号　クリスタルパークビル2F,03-6258-0911,0422-26-5610,info@dm-s.co.jp,-
株式会社博展,はくてん,田口徳久,http://www.hakuten.co.jp/,https://reg34.smp.ne.jp/regist/is?SMPFORM=mcth-rfmar-b08209c40127d13d61ea5b4ea6957ff9,3010001099004,1970年3月,"山田毅志[監査役],  梶浦公靖[監査役],  内海統之[常勤監査役],  金森浩之[取締役],  渡辺幸人[取締役/クリエイティブ局長兼業務推進本部長兼制作本部長兼イベントマーケティング事業本部長兼商環境事業本部長],  鈴木紳介[取締役/デジタル事業本部長兼グローバルビジネス事業開発本部長],  玉井昭[取締役/経営本部長],  田口徳久[代表取締役社長], ",JASDAQ,181040000,12020704000,2,328,-,-,3月,出展支援サービスやブランド・製品プロモーション、イベント支援サービスなどを行う会社,エンタメ業界の会社,イベント業界の会社,コンサルティング業界の会社,Webマーケティング業界の会社,Webマーケティング支援・イベント企画・展示会企画・展示会運営・プロモーション企画・ショールーム運営,BtoB,未計算,東京都中央区築地１丁目１３番１４号,104-0045,東京都,中央区築地１丁目１３番１４号,03-6278-0010,03-6278-0078,-,recruit-hakuten@hakuten.co.jp
株式会社ブレインパッド,ぶれいんぱっど,草野隆史,http://www.brainpad.co.jp/,http://www.brainpad.co.jp/contact/,5010701015274,2004年3月,-,東証１部,332000000,5672520000,2,303,-,-,6月,企業向けにデータ利用に関するソフトウェアの選定や開発などを行う会社,IT業界の会社,システム開発業界の会社,コンサルティング業界の会社,ITコンサルティング業界の会社 ・Webマーケティング業界の会社,市場調査・データ分析・Webマーケティング支援・データ管理システム開発・データベース構築,BtoB,未計算,東京都港区白金台３丁目２番１０号,108-0071,東京都,港区白金台３丁目２番１０号,03-6721-7001,-,-,-
株式会社メディックス,めでぃっくす,水野昌広,https://www.medix-inc.co.jp,https://www.medix-inc.co.jp/contact/,7010001030732,1984年3月,-,未上場,75800000,15162000000,1,300,-,-,-,インターネット広告の代理店業務や広告の制作などを行う会社,広告業界の会社,インターネット広告代理店業界の会社,コンサルティング業界の会社・その他サービス業界の会社,広告運用コンサルティング業界の会社・Webマーケティング業界の会社・Web制作業界の会社・販売促進コンサルティング業界の会社,SEO対策・広告制作・マーケティング支援・ECサイト構築・データ分析・プロモーション企画,BtoB,未計算,東京都千代田区神田神保町１丁目１０５番地,101-0051,東京都,千代田区神田神保町１丁目１０５番地,03-5280-9472,-,-,saiyo-medix@medix-inc.co.jp
株式会社いえらぶＧＲＯＵＰ,いえらぶぐるーぷ,岩名泰介,https://www.ielove-group.jp/,https://www.ielove-group.jp/contact/,6011101054283,2008年1月,-,未上場,38250000,-,1,297,-,-,12月,不動産会社向けのITサービスを提供する会社,IT業界の会社,クラウド・フィンテック業界の会社,コンサルティング業界の会社・IT業界の会社・その他サービス業界の会社,Webマーケティング業界の会社・Webサービス・アプリ運営業界の会社・Web制作業界の会社・システム受託開発業界の会社,-,BtoB,未計算,東京都新宿区西新宿２丁目６番１号新宿住友ビル２０階,163-0224,東京都,新宿区西新宿２丁目６番１号新宿住友ビル２０階,03-6911-3955,03-6911-3956,y-yamaguchi@ielove-group.jp,-
株式会社アピリッツ,あぴりっつ,和田順児,https://www.appirits.com/,https://www.appirits.com/inquiry/,4011001065192,2000年7月,-,未上場,794530000,2218000000,1,295,-,-,-,ECサイト構築パッケージソフトなどのシステム開発などを行う会社,IT業界の会社,システム開発業界の会社,その他サービス業界の会社・コンサルティング業界の会社,Web制作業界の会社・Webマーケティング業界の会社,SEO対策・セキュリティ診断・在庫管理システム開発・ECサイト構築,BtoB,未計算,東京都渋谷区神宮前６丁目２７番８号,150-0001,東京都,渋谷区神宮前６丁目２７番８号,03-6690-9870,03-6861-2896,privacy@appirits.com,-
株式会社ＷＯＷＯＷ,わうわう,田中晃,http://www.wowow.co.jp/,https://corporate.wowow.co.jp/contact/,7010401022214,1984年12月,"梅田正行[監査役],  遠山友寛[監査役],  草間高志[監査役],  山内文博[監査役],  菅野寛[取締役],  藤田徹也[取締役],  山本敏博[取締役],  丸山公夫[取締役],  飯島一暢[取締役],  大高信之[取締役],  牧野力[取締役],  坂田進恒[常務取締役],  山崎一郎[常務取締役],  佐藤和仁[専務取締役],  橋本元[専務取締役],  田中晃[代表取締役社長],  和崎信哉[代表取締役会長], ",東証１部,5000000000,72951000000,2,292,-,-,3月,番組の制作やBSデジタル有料放送サービスを行う会社,マスコミ業界の会社,テレビ・ラジオ放送局業界の会社,エンタメ業界の会社・マスコミ業界の会社・コンサルティング業界の会社,イベント業界の会社・テレビ番組制作業界の会社・Webマーケティング業界の会社,衛星放送局（BS・CS放送局）運営・イベント運営・ケーブルテレビ・CATV（テレビ放送共同受信サービス）運営・テレマーケティング・イベント制作・著作権管理,BtoC,未計算,東京都港区赤坂５丁目２番２０号,107-0052,東京都,港区赤坂５丁目２番２０号,03-4330-8111,-,-,-
株式会社ONEホールディングス,おーえぬいーほーるでぃんぐす,山崎圭一郎,http://one-group.jp/,http://one-group.jp/contact/,4013301025917,2004年4月,-,未上場,30000000,6770000000,3,290,-,-,3月,に関する業務を行う会社,その他サービス業界の会社,Web制作業界の会社,IT業界の会社・コンサルティング業界の会社,Webサービス・アプリ運営業界の会社・Webマーケティング業界の会社,求人サイト運営・広告制作,BtoC　BtoB,未計算,東京都新宿区新宿４丁目３番２５号,160-0022,東京都,新宿区新宿４丁目３番２５号,03-6867-1450,03-6867-1451,-,jinji@one-group.jp
株式会社リブセンス,りぶせんす,村上太一,http://www.livesense.co.jp/,https://www.livesense.co.jp/support/contact.htm,9011001063308,2006年2月,"吉澤尚[監査役],  尾崎充[監査役],  江原凖一[常勤監査役],  池田純[取締役],  淡輪敬三[取締役],  本田浩之[取締役],  中里基[取締役/経営推進部長],  村上太一[代表取締役社長], ",東証１部,235000000,6334638000,4,283,-,-,-,求人サイト「マッハバイト」や、転職サイト「転職ナビ」の運営を行う会社,IT業界の会社,Webサービス・アプリ運営業界の会社,コンサルティング業界の会社,Webマーケティング業界の会社,レビューサイト運営・就職情報サイト運営・不動産情報サイト運営・求人サイト運営・転職サイト運営・SEO対策,BtoB　BtoC,未計算,東京都品川区上大崎２丁目２５番２号,141-0021,東京都,品川区上大崎２丁目２５番２号,03-6275-3330,-,-,-
サングローブ株式会社,さんぐろーぶ,林崇史,http://www.sungrove.co.jp/,http://www.sungrove.co.jp/contact/,2190001022527,-,-,未上場,85000000,-,2,269,-,-,-,企業のWebページ制作などのインターネット支援サービスを行う会社,広告業界の会社,インターネット広告代理店業界の会社,コンサルティング業界の会社・その他サービス業界の会社・IT業界の会社,ITコンサルティング業界の会社 ・Web制作業界の会社・ITインフラ業界の会社・Webマーケティング業界の会社,グラフィックデザイン・広告制作・SEO対策・映像制作・Webマーケティング支援・CG制作,BtoB,未計算,東京都新宿区西新宿6-24-1 西新宿三井ビルディング4F,160-0023,東京都,新宿区西新宿6-24-1 西新宿三井ビルディング4F,0120-225-173,03-5990-5308,info@sungrove.co.jp,-
